,msno,city,age,gender,registered_via,registration_init_time
6179541,Gx4pJLmI1iwkWD5dSoLaQWOOa9E/eIB+avmnar0bTYs=,15,23.0,male,3.0,2013-02-12
6179575,GcfpyUxu62sy2Hdb0+IlEScHhg+BJ8xToGnUEfLMPw8=,5,23.0,female,3.0,2013-02-17
6180040,jMop1oWWWeF/IMz7PY700XM3+xCNcz6lHrtYGjtQ9RI=,22,19.0,male,7.0,2013-05-19
6180179,jZdvoRDJQjvkDGTXB39Dh0+YVdJgnda7eQSCaGTFOwg=,13,20.0,female,9.0,2013-01-28
6181521,1HQdN7uN0A5uvMgNZjhJLsyiWejLmNAJ5ue65BRdFxA=,1,,,4.0,2016-11-05
6181660,pGn8VPFIHCzb+I4F9Zw6kTi7Rx7IgNyVfSHFNYUgjpU=,1,,,7.0,2013-02-15
6181699,Dc6zvLO3mQ+F9TM6LDV5sH6LlvYhkfS/XXDHqyMt6P8=,13,37.0,male,7.0,2013-02-21
6182214,J5BWeIlYfiPbIthwh27xsqGINf1PVehsQRTXUPhWXrA=,1,,,7.0,2016-11-11
6183732,WZX+ttnSqYbvDyNYnVfhMInIzIlHhbVLr4MUjdBYKxs=,1,,,7.0,2016-01-19
6183781,2ce4Q3shSUwMVi3t/KN0wkhrj6hTX+6cuzX4heMpkSg=,1,,,7.0,2013-06-19
6184212,8JEf4ReQ6pdICUfRf8j3dPvipY4XQ3TSLESCN3imRXI=,13,36.0,,9.0,2015-08-22
6185214,KCBfn+AYOFJRz40ZdMzP/c5YGATrv2Ggk/WxxQjhe/Q=,5,26.0,male,9.0,2010-02-13
6185523,HUlxhYLwygu8XpQLbod2yfuixOdBE0v2oIQt+hOvnQI=,1,,,7.0,2015-12-06
6185851,YUQBaogKZFqPJdC+4fPqwgrqFKaJJSLHeegv3bCrx1Y=,1,,,3.0,2013-11-09
6188542,r/33HIJDobEQjU4IAPUKkx3KTyjvc0dexCwgMo/eLbQ=,1,,,7.0,2015-09-06
6190586,fpf1B/Pnyr4VllNw3hKlhFOCuBKJG5bHNC7Pzh51k3M=,13,28.0,female,3.0,2012-08-18
6190917,jJwjBkDwJ50I1N7DX38f02BMkt1vIL3UYvg0sOFW/+4=,1,,,7.0,2013-07-08
6191366,Zjv/pUoLkcBWF0UZvWktYctigQ6BIYpFzWwInbCKftU=,1,20.0,male,7.0,2015-08-28
6192400,nmDJjE+zQt4dJDZUfwWaHyPLXSiOR9wPm80o+DoLYiY=,1,,,7.0,2016-02-26
6192673,Cq3Bd27p1YJo+CaBxZTo1lPIVxqp+LBjPczb+x8aHRI=,13,28.0,female,3.0,2014-01-12
6194416,zYefEqB4Kxgq8aq7+6aUMmFjNX7d0dj+opqcT/VpB0g=,1,,,7.0,2015-09-30
6194599,mX58luRDz1mQRwVJa3fO38reKUVqhHhNls3JrnX2iaQ=,13,26.0,male,7.0,2011-09-23
6195194,g023Ex2VjHSF+eJ0z//KAzmmdR8K1AmHBRXuf5SmTmo=,7,,,4.0,2015-11-04
6195222,2FUp4p6sKJJ7ORW5ReGIv+dkxU+im0knPKU7w/X/1fI=,1,,,7.0,2015-11-05
6195585,TP+4jD1/+QPPcR0DMl1tL429O3IbZz2t75baeiAc8KE=,1,,,7.0,2013-10-08
6195980,xF0hKpysTKKcLNF3peHtDoD12pOv/PJl/b56ga12wV0=,1,,,7.0,2013-10-03
6196374,vrl6AJSIe6os7qYqflGrkA1jTHgy8Iy1sbQXs/UAslE=,9,46.0,female,9.0,2005-09-01
6197755,b/zWBCfg2fpyZw86NfNyeokuugOGEBtC+G/R3zpDXXA=,1,,,7.0,2016-11-14
6197773,UB/f2nmWfLJYqKkTvafq1n9ySnUIc5rvYoE+E777gns=,22,,,4.0,2016-11-14
6198718,iYcPvLxlQxSzXtd3Ou5zek8uP6SNfIJCxoubFTM3yes=,5,19.0,female,7.0,2013-11-16
6198868,mart5f/5ICgN0H1vVMGeUXftt9KiS+zSphxMOObPbvw=,1,,,3.0,2013-12-11
6199017,O2pCTbkV7+42bzXkQoKgaCI9cABTAJZNmd6fhImT2SI=,1,,,7.0,2013-12-31
6199423,011j49AVBkTHJ9whqBWY1hGU4GXLAQHPUB9d8/nmvbQ=,5,20.0,male,4.0,2016-01-08
6199550,xJquBNQwNgsgThvmZP34/Y5kN3imZZFHLHgv2aZAoZk=,13,21.0,female,7.0,2016-01-13
6201538,8n29PNanEo/7CnJr2+Wpb0e1M1mX01UKk0LqUHANG8I=,13,48.0,female,9.0,2014-06-12
6202681,I9DZoy847WJ14mlDxpq23t0MwDbPP9Ptb4rSF4Q2Ryc=,1,,,7.0,2016-02-11
6202959,ej5XPeMLDRvszkfeSQ34FI6xDgJ0NJ38/JWWy81+fvQ=,13,42.0,male,7.0,2015-08-28
6203303,stS3Vr/FFz7J99IbewuV1MhgYzj9D0LdKv97HX2U5A0=,1,,,7.0,2015-09-17
6203611,f64+eepr8Spw4zKaFtdL4zsOwrK/9z6ttFrqe29WHmE=,1,,,7.0,2015-10-06
6204889,S2J0knPwRCNe6wbpXhvQ1KmOWwoq3YOx+LGKVZNv8Yc=,15,18.0,female,3.0,2014-10-04
6206800,4iXiBjBtM0YYbVwjVmenmhxAveTWVk5vaOfAOpQ34Pk=,1,,,7.0,2016-01-31
6207092,rdqumWKqK+2C+69cqarqFbCFJWGDoWf/oD4ppREUEOc=,1,,,4.0,2016-02-09
6207108,r+Az53ljKh9vgHNiuW5Gb0kTbkOtUZB3Z8cw8iTZ8Rk=,1,,,7.0,2016-02-10
6207168,IRMUsxj6CXXSA/fU4VcvoVSmWzWtLOPp9e88M+xr8+w=,1,,,7.0,2016-02-12
6207701,HPrzfbd0KsWpUTZQm+8CSuDxasl9Vs4YBxIXgWBfSvY=,15,26.0,male,7.0,2013-05-11
6209049,fC1kNbNjexGlmcoIFBAMWDwrrpmYg13YJnlyNO4pT+A=,5,36.0,female,7.0,2012-10-03
6209362,HkBR0H0PtII/bqyDRkW+Gov/XNIBMfQjemA6S0/OAds=,1,,,7.0,2016-09-30
6210545,HwGVHl6Aw9BFIZHdQtAl8bF2363ncRRYCKPMrdsxyNQ=,1,,,7.0,2014-11-05
6211427,Bp/NhAIZVtJB3XpH9jlSXMjUTzWQwzdqECFCOHJh4YU=,1,,,7.0,2015-08-01
6211432,/xFdAcbEvqRhUbwBIogxKyMnw9OGMPO8o4+8ynOz/5s=,1,,,7.0,2015-08-01
6211509,LDYqDEBBBplsbzMPfepWfJyUpy8cdmFfgQmw4XDjmCE=,1,,,7.0,2015-08-08
6212034,aQrT4Ab+wRxfEo1Kcx6SjoyuvZVPI+VkrO/2UIDsOTs=,1,,,7.0,2016-10-03
6212183,8D7RuYpAVgKnZRz546ey/SrYUAU9sEegI2UTtzTN0/0=,1,,,7.0,2016-10-10
6214871,DovoJJc380wzoTHPqqm1wVFpjPuoP2YlaRehJBJg9SM=,1,,,7.0,2013-08-10
6215661,jWzVscz2UdfQCKuKqokgMU2lH6KuDd4glG9zlr2eKW8=,13,24.0,female,3.0,2015-05-18
6215769,qr/eP8C2pu1X6FPiDX2jimbz0kTjKRe8hjlJBYxpnxs=,1,,,7.0,2015-12-28
6216201,qZsRFje4c8xI3IHGsDNdTCSg9bfzs1/AKb7X101enSk=,6,18.0,female,3.0,2015-01-16
6217016,vAVxhgSt/IocETxc1pWCoXw5PwvpGFqGRFfq4TqojPs=,1,,,9.0,2017-01-12
6217290,VVH4teW++2LiS+pZ+fkW+JgY2TY7p8+scz3O3bct+Jo=,1,,,4.0,2017-01-25
6217450,jjer1uHlXVZBFyQYhfo5NWkAC9EbLWosBB4yf5Dz9d4=,1,,,4.0,2015-11-04
6218351,uLo0iS2R5lFVsgwyBgvSjlcpuvD3XFKBI185vL6oacI=,12,27.0,male,7.0,2013-11-14
6218883,854hi7qOev14FZJEsEk0T7RnJY0zuYIY170HIyw1uXk=,6,20.0,female,3.0,2015-07-09
6219031,kLHu44DNC+GqBk8MNiHgeEEhLPg4WfNMHG1tiwLpwfY=,1,,,7.0,2015-07-18
6219548,HV1aoVgJ2JoyoStDqV+Vflmk1AdDUPRrRQfTSbdZTYY=,1,,,7.0,2016-03-02
6219589,GOUKHsTFdXapf2DQlVniydOZVLDyVkL8AAVDLIiEmhQ=,1,,,7.0,2016-03-03
6220424,lL5ynIp3mlWAKkhzFyhywtO4oBy6yub81v2QmXrkMSg=,4,27.0,male,9.0,2008-12-14
6220478,eZ87JHlVsgadcOccuVfDFSePrV0IL81k2I3Dy8Uki0M=,14,34.0,female,9.0,2009-02-18
6220606,n4ZJTwjFCkDM4V3xlOjjthVn1GQW2vQ1E1B/qpO00bU=,22,,,3.0,2013-02-02
6220802,zpAqv9RnrWOnPLS+VpZ59d0MWQ8MenJ5PI9dNuN4HpQ=,1,,,7.0,2013-10-19
6220961,eG5iw007LCqEG9bAtOg6cdiDSfo3JH3ZQtVzgDNp7hU=,1,,,7.0,2013-11-11
6221525,EXR88PQNj7iuH2Fv87imMtnHoN3TTJVv4aB6sbhwxCY=,1,,,7.0,2015-10-23
6222694,KAp+L5VSE1itbPlVmzVrSg/Z6uK+o4oZyG+eQpdoanM=,1,,,7.0,2013-06-29
6222990,0JhGwAoA79zkQxcoGok+Bi12J1EbYJSG/MhEsvACxJ0=,1,,,7.0,2016-02-01
6223353,h8kR2mn0teqCg7hCGK9vS00JDGK9uJznJoNsRGs7Y70=,13,29.0,female,7.0,2016-02-13
6224235,JnNv81lgBib/pKG7ltZZrF/SiMx3ENqrf8oc5zGXZbc=,1,,,7.0,2015-10-19
6224974,7nWrltAhzswICohd1Usb1J5ISZWRF0bw8WRTq5nMyBI=,15,34.0,male,9.0,2008-08-07
6225764,i8v2flPZL+YYYLEY2+IokozGdf5sZRcaj1kiLaIZyj8=,5,20.0,male,4.0,2015-12-29
6225999,sP8NUJ63cDki7OY+/yVtlfohq35Yy64Iq1ExvCMJ1fY=,8,28.0,male,4.0,2016-01-05
6226170,jrOZKhaM7eyev9PRclhN383c8k2N6Bs0pEOuIoM4aMY=,22,43.0,male,7.0,2016-01-10
6227120,PHm47T6M5ClAE0zCCZld5Sem7ZgWixpg3YAw9jKs28c=,13,37.0,male,7.0,2013-06-28
6227213,jJMSVLLm6zcU8gKD06M6c2DbJ2khlz8anmoC7YldKKU=,4,26.0,male,9.0,2015-08-12
6227896,eiMhVJUpBeEJDlhNGRVmtD7VOHMAZC4RfedGKjBXoCM=,1,,,9.0,2015-09-15
6228885,g8PLdLSxaealscd4wR2GVYoUyzjxjVYQiSD8fbItWo8=,1,,,7.0,2017-02-15
6229564,VvQT7UImVQLV/qxg/GYeTfM9OALmryk8RJIGkvr1PIY=,1,,,7.0,2016-11-08
6230918,GrRQxdmnUO30o4fhA7qjYUORnXeJPbarhAlgmmz4Yqc=,22,,,9.0,2015-08-17
6231191,p3/s6fBHN3NNAwdBWfDYdVGycsqCdl0W04BSxlMgiQY=,5,24.0,male,7.0,2016-03-17
6231719,PptrK7pdH8tDhUcn90iUzvs3zkRfK55Ilre1/GROhk0=,1,,,7.0,2016-03-15
6231981,uBBSwakhQt94VYDuSBkRPyngZ0mEIO5WdFxagEYt8Ag=,1,,,7.0,2013-06-11
6233848,0xQOweZiNjqlwmAiYL+SE3SvV9axGjjVDjYc8sPXKZs=,22,18.0,male,3.0,2012-01-04
6233849,/GEj+VJeY3NkjTy7orh3aec4KW/VLBuJ0wMxl6q0mhk=,1,,,7.0,2012-01-04
6233884,9ikRljb2XPW8Fdhn77lTZqkuJxUTwQYdgcUPFKLnLRE=,13,,,7.0,2012-01-13
6234048,h5MCAZkuUoVaqndqAna11KpGxXDY9z3a19mjyj0RcBE=,1,,,7.0,2015-01-19
6235388,zFf0zwyxw7NPj+rY46Oh/u7X6SUNMsJx0nqZXbBc0q0=,1,,,7.0,2010-04-30
6235514,hkMqbv5uaxzY1+jCgoMQE3cN6ecbJcBES/h2DJA+NUU=,13,31.0,female,9.0,2010-08-31
6235935,udeqr/6HTlMqPEbFQRZvPa81clrSu7/M+cz/FBnskMY=,1,,,7.0,2015-07-23
6236275,eBRfbUyUuu7bnxMKxs158QaU7wmMUxbCKpoXU1oE3KM=,6,28.0,male,9.0,2008-03-10
6236311,sMsIVg0gta6OsVMdKr9eAhlKrWdJl3qmCUAPVHIqQAs=,13,30.0,male,9.0,2008-04-18
6236611,9WLdDsVC6dbvJB4zNEj4vsEIq9rNGxQ0kkuRVnAOIm8=,1,,,7.0,2016-01-09
6237184,cd2qike6E8mufcyckBflnIfSCdukXd5/j3FB0ZdX/Dw=,1,,,7.0,2016-01-25
6237472,0+qLo/1EPs18UYexYS+6y3ZPRLU4H9iCe1GfSIvv1yo=,1,,,7.0,2016-01-20
6237511,0Vig/DSmn+oCqlfWy6/KXIeFatret9MyIuy68piOzD4=,1,,,9.0,2016-01-21
6238081,wv1ikoOY+ORglYJKSmOe4zC/zWCeAgP5abUvNYNYacI=,1,,,7.0,2016-02-12
6238260,HBKgmQFMY1rQxArDOdKWP8j5SQ3ZfJQrb5dfrAWfA0U=,15,21.0,female,4.0,2016-02-20
6238306,kVC5w15VHD+hfwY43fHWQLT9np4ndsrn0aUKBtX8LvI=,1,,,7.0,2016-02-21
6238382,6T4z0BxEJij0vjG9l11XJHzhiveTvdc0X+N0Yp+22cU=,1,,,7.0,2016-02-25
6238853,pHNSNzD8gaddWJk6752hOwJRfOochvStT6nGdl/WSno=,13,25.0,female,9.0,2006-06-17
6239038,nPOzcGOVZ8nbZu1jCmOl487OLOx8xlO+NprBj+eoTT8=,13,28.0,male,9.0,2007-04-05
6239930,mb0PvqnGx3QTO4SxGydvAgwt/9gQWZhzv6j7gq8+3lo=,1,,,7.0,2015-10-21
6239987,EY4pnd/tKLR13jMngpZupQZGhcr3XA04ENG9pH7vq7w=,1,,,7.0,2015-10-23
6240326,qIN8MEl1WoTffK97oEvKm4Gcqgw0AJCRGe+LgJ9m3Ng=,1,16.0,male,3.0,2016-03-13
6241647,7MkGTzAqd10nt6QT0hMnAaTDtmKOmd/uAO9YpPMZOHU=,1,,,7.0,2014-07-13
6242885,pNIMcMI5UEqZZh1JYZwYPa+eVLoWXIPrt2cZlFztpDw=,5,29.0,male,9.0,2012-05-05
6242923,lgO1uBJQzwm7bws9nMn0B+tl1HjlvxgcauEmQf0LS88=,15,29.0,male,9.0,2012-05-18
6243457,CDj76MzDyM8uwHjEQnrGwXFl8v0HxA+qBjH2Vk60gkM=,1,,,7.0,2015-03-01
6243908,MNxj0oIkc0pOpghwAhqICrftHuutdDo0kvalUHDQyfc=,1,,,7.0,2015-09-23
6244843,7uRkWo34su1ersk7DYfs8rK+RLYpQjY1YDPS8WjgENU=,1,,,7.0,2013-05-30
6245009,KIYYSCR+Vv4X+MDXs6l1zObcIGZBkoAv1omjkRDp+1k=,1,,,7.0,2013-06-25
6245154,q83nEiLHjcjUoCLfH6WoUf+sGc/tiL/Up6myHLwZwV0=,1,,,9.0,2015-08-14
6245595,R89cm2WHdM+RHWGmAXCmYKK8cgTKHltk23d4soH6jk4=,1,,,7.0,2013-12-16
6245627,yoUT4Smih3koY/5SblsOuGZqMMPn30acOcnCwTEtGJY=,1,,,7.0,2013-12-21
6246218,StSX/LcIMq2AZFoO46kgswck43hJrmZnVpYgIh3zrN8=,1,,,7.0,2016-01-01
6246533,zAwLkJYuTH2Kldv42Z2B5UHAAqTTPGHLcVjFumgWkrc=,13,49.0,female,3.0,2014-12-17
6246658,FcTkLFjEfLa8kEienP9IBEKhoYjjMSzFWeAptG45wOU=,1,,,7.0,2014-12-25
6246973,glyK5EXhXXo5f9zK2brAOnKwbVYFJCJ88/16Cyl6HSM=,13,25.0,male,9.0,2009-11-07
6247413,hFJoW9BmlEe6o5MN853m9hRcJ9kqpJspwdEc6sUeMeQ=,4,29.0,female,9.0,2015-07-10
6247598,19Uiqc/EwxDV3shovxLdemPjP6mUEdvYhOmm4qkgC30=,1,,,7.0,2015-07-22
6247718,03vpvqQ9Ud+K/k8yC0b80LJBN6VDsy9tPVLV9T0PGxo=,5,29.0,female,3.0,2015-07-31
6247785,ynQToP75DkUKbkJY72sFw4VE0OkxwR0qZPh9cz27q2Y=,1,,,7.0,2015-08-03
6247848,UH2soXyeQoqtkV9jPbTSVvciUddRDo0GuQbeoNHyMnU=,13,22.0,male,9.0,2015-08-07
6248073,Rgefh+mGK7Jnupow2jfKKvgiFLdFNR5F4+FKH/ur7Io=,12,31.0,female,9.0,2010-06-27
6249320,XePMiJPDctA+IpCqaK8q4UdltJj3ObFPvbh7s8dEvdE=,1,,,7.0,2015-12-05
6250097,KJ+5JUCuLdykZHCsKZl//ktgg5lhE33IQPSygyobcHM=,5,25.0,male,4.0,2016-04-19
6253467,f/bpd6wQM8Zi8qmmdRg49Xmb6sSkT+TUiA2yNxG5Xhc=,18,31.0,female,9.0,2010-11-04
6253521,XxLlUwG3x3pSJmUDKIeQCsSyNc7/lml74g4ov+/eSBw=,13,27.0,female,7.0,2010-12-02
6255817,L6bYii6nBdV4hjbrTJXTF40+nQmhNYRW1mudxfI9i/o=,6,20.0,female,3.0,2015-04-02
6256394,qRt9/ZYIJEZooZDoTz7aF88hNzMdzBQZ4k/T4D/jHSI=,13,41.0,female,9.0,2011-07-20
6258542,dRUMl+WCz9Kfy2LhibD9tiz8fWjv0hcNTOa/kCtXVN8=,6,24.0,female,3.0,2012-10-10
6258743,xYgZAmgUSYUiiCdis7t9jK5NW6GhqkURNWHO5Wq6GUc=,3,24.0,male,3.0,2012-12-10
6259246,pjw8lEGtCpgu/ViLVNYceRW6mcJUSXZ3brw+I6PyMH4=,10,34.0,male,9.0,2011-12-02
6260341,oQZ0LlpXLEE++LuAJ6/tBm8HPKH+DW2r3s6Rfh6/wBE=,4,43.0,male,9.0,2005-02-28
6260439,Jg4jzuBmf8A71WVZJYv0s4gmwylFDS0P9bW59wPv5Tw=,5,43.0,female,9.0,2005-10-21
6260462,JwRDRiZFs6Sn0pa+A7cI+lMNCOfOXbhnqtMJLEC4qDU=,22,24.0,male,9.0,2005-11-05
6260601,w0NMKQEVyGJaHoevEuddfc8vFFY2yQ8kt+fAt60ofyE=,13,25.0,female,3.0,2016-02-13
6261850,SPMgrBTeZSF9Umoxh4WONoFoMEYjDiKtD14eGAaHA6Y=,1,,,7.0,2010-07-22
6262524,Y+rrOcPMTOKhq5nPWhpENx8bjThS663wKrtf0WX+msU=,1,,,4.0,2015-10-24
6264115,Lgc4xX2cDz/IxsvlDKhiGwupUalM8t7HmIUVYzvvkrA=,1,,,7.0,2016-08-05
6264616,RTiK3sMflq5v9KpyFv6N+zNHFGOAjSkwcDJwzOCqf10=,1,47.0,male,4.0,2017-01-30
6265624,7NAEYJ6hYRdOQ4EtbtZ2KMlcFu2D/lze93Kre9i3h4I=,15,46.0,female,9.0,2007-03-18
6265643,ghtusgM9bG9OEozO7jDiCVLABWajQmVpt71ecPFH8mY=,13,26.0,male,9.0,2007-04-02
6265729,4BnJl6iwpKhUNh4G1+62HFeNMxkWlmUjyrpGPa0wmY0=,1,,,7.0,2012-01-15
6265750,FhOUeztZ1k4820Nr1GnlXB1wdNRe5aBwQIc95c8BHXo=,5,,male,7.0,2012-01-20
6265838,u6bEoTzzjgp8TYjOgp2EgFcY83+DxHwqB8jksK6+3Wg=,1,,,7.0,2012-02-13
6266184,6NjQu2mGllFfPogGzBoiljIedBDpLM2pL2+ZM2GwA8A=,5,30.0,male,7.0,2010-11-10
6266187,k1T3jDYY5k4qHacRxYWVuerrOpu1504g5gPpNLvAlXM=,4,42.0,male,7.0,2010-11-11
6267556,8SydmcYdrrb5kay733W/6SwZ59i6vkp2EPomGzBRXdA=,15,22.0,female,9.0,2013-06-03
6267893,AFebDRZPL9LTs85kg8ExBwU7SXNPm7H0HGDqk8huia4=,1,,,7.0,2015-08-16
6268069,JDPwuU0cJ/DAFfgaSOugHhCnW0D/8oJFYz1RzpMYKXA=,8,27.0,male,9.0,2014-10-16
6269138,RH3AT6OM1QHTgOgydkTLGd7YPVjck+zc2RuzA5zBxL8=,6,22.0,male,7.0,2016-08-19
6269308,5LGM4oONOf0VRRjJLt8iLMalm7x6hRLZDUenSKDL4AQ=,1,,,7.0,2016-08-26
6269965,wuSXYb1f0HaE1VcKCsli4M8CfAiiQf1GuCsNjw3Lb84=,1,20.0,male,3.0,2016-08-05
6270346,EgCCvy4ZtZprI3jFDB+cW42dJJutXIrZQiMbNuatddQ=,1,,,7.0,2013-03-15
6270649,s3hXbs6U7A2DkBFxWpotkaNxCqgOYcSLWwGdVIL419A=,1,,,7.0,2013-05-27
6270838,Fux2jRtzyVWmrJbyqHbSS1MFdwfyOc3vVgmL0nYeK4c=,13,22.0,male,9.0,2015-05-16
6271077,ZE4SOJ21apywY5QUYVKyPCxmNj5qyZ/CAXA7AlGEfaA=,1,,,7.0,2016-02-22
6271284,FAx7VgqVRmoBPWI01iUWcYcJM5hlvsTUUketph2PKfk=,1,,,7.0,2016-02-29
6271532,Z/CM9tnGKzZ8ElGwpP0GwClxq8DytPH0iRGnTUP9U7M=,13,33.0,female,4.0,2016-03-09
6271788,fNkyE2REc1YHVJLu0QdGvC6gG1hvOkPt5k7ipt2pg90=,6,25.0,female,4.0,2016-02-29
6272824,QceZKe3g6XUaQAyY5MkKh9Tzu4sqFa2TNyBP2vB96a8=,12,21.0,female,3.0,2014-05-18
6272992,18CFwEt0runNJ6zeRmHOBeLyC4eXCXwWcwP1TIwSFoo=,14,45.0,female,9.0,2007-06-29
6273233,Bq8KM3umrpzNSMmxZ/p6Ezt/iuMzaVCdGrBjlX6sMCA=,1,,,7.0,2015-09-02
6273373,616HWBjhO6OJkt58K2vrSESvgFrFRqSRs7mRWjSd/sU=,1,,,7.0,2015-09-11
6273392,6jzDhZBvEPgRhtH22TGupFyuw/Y32aOxH/xtagUoZJI=,1,,,9.0,2015-09-12
6273694,ciLRjDNrbP/oGUz0/JCzQ8R6Rn90HuaVlfx4sDGzHiU=,3,18.0,male,3.0,2015-09-28
6274311,6KCJmYaCGEdMSZXYSZRw13r2lzRZXHfxGNe/fjH/fN0=,1,,,7.0,2012-05-04
6274537,ZuEWSB93bKqCToRmN9C7eu63eDima3fy5yWgpdu30/o=,13,25.0,female,9.0,2012-07-13
6275908,MVODUEUlSocm1sXa+zVGpJazPrRFiD4IzEQk0QCdg4U=,15,17.0,male,9.0,2015-07-11
6276065,oj4oy+BCvWaxv5TxDrftFeHcY2R/quEJ06htRUmmLSs=,1,,,7.0,2015-07-20
6276168,82n2SLI3gr8o9l7ixRSw4cCDejJ/2n0VYLoVbmimKv8=,1,,,7.0,2015-07-27
6276233,Cjt6e7JL6kF7Rn5dOFo9qCuHCCr/VFxAF98tvTPXzuU=,15,20.0,female,3.0,2015-07-31
6276524,dx1ezefVHrOvPMLroaevE/GT7/6B18RNAlY5Z2MHxQ0=,1,,,4.0,2016-10-03
6277334,E3qQZimwRLsI27AGBwRtTGLhyhSzVMnxIhGm1QieUnQ=,3,28.0,female,9.0,2009-02-10
6278918,W3cVdGL6xDMkTaUik+TTObHFTP25WZk++lUvXlkleSQ=,1,,,7.0,2015-12-25
6279012,H8ZwsTDp7nXLmKg1o4vI/WYdYpCF3Q/jX8pT4IcL/K4=,1,,,7.0,2016-03-30
6279493,m5qtMtoiLBqQ7IRot0NGoT/1VGm/IBnW2C92QDB8iB8=,15,18.0,female,4.0,2016-04-17
6279783,7V27sPJYnR56fqHRuz+/W40HrwwL8vugphMTVPz5yuE=,5,30.0,male,7.0,2013-06-04
6281706,ZWunTHO8QkH7mgzpUW6azb0BpPjQMpoHVsAxceWaYTg=,4,31.0,male,7.0,2012-12-26
6281795,A/CmTbOVj2x4TQuv3pgmhHE6idRAt4/ei1pHy1S9+Z4=,7,31.0,female,3.0,2013-01-15
6282177,ZoK+y5zZP9hf0RogE96uIY95djIhTLZIG++FcjH0wnk=,1,,,7.0,2015-01-06
6282305,IeigOHEJbSLV3sdpN3l4MooMmT3HAmtpnLnNb/Qbk+g=,1,,,4.0,2016-01-26
6282547,QInAeJxKBNVnLFNkAvCP5iRw75C3IYjTmEdxWZ5qND4=,1,,,7.0,2016-02-02
6282565,LehIaNt8ptvcjTjY35nBfs/bjZXDR6ZyZ4997gs8Mgs=,1,,,7.0,2016-02-03
6283770,FE4mMHxMHkxesr/dhwPqDjeJ+9b4kK+78w3DODsU7mg=,15,28.0,male,9.0,2012-08-02
6283817,yxzfoCO/jkHDvWpAjDU9WztMW+CBXbBUER0gyKb2950=,4,34.0,female,3.0,2012-08-17
6283885,tKM9oXWggfdAi7JOy/20mQY9+sItK1ghsUO0Jxn1s1Y=,1,,,7.0,2012-09-04
6283996,hKZ3dUW/MYBieJJU/iLVOP3keEBG/DK1D5YYxe+pZgQ=,22,19.0,male,3.0,2015-04-24
6284670,jF+stR/LPakxvMn2XiUNwbv+3xMrQ9baDpQqrAd1M1M=,1,,,7.0,2015-10-13
6284675,cwIZH+ZNuMFNESM7kZKwLssB7caQS/yprJLXlDsS6tk=,1,,,7.0,2015-10-13
6285679,zsmXSIwC3HzOaxu1EeDUtxP+GrUAmCC3gmieiHFtQHA=,4,27.0,female,9.0,2014-10-01
6285864,7xG3LjWiVlfsJPQCj2eOMjDBPbVW4IhCeDmnYiUhlfA=,13,35.0,female,9.0,2014-10-14
6287077,hejEbsPcmH/eysWnwz7yKuWsIqa+2a4h5dcAK8Kl0+Q=,1,,,7.0,2016-03-19
6287831,RFeCRfWhqlB9bFmSyOJN56rOr54LX2ApvVrUhVusRa4=,1,,,7.0,2016-02-17
6288090,5vFEOWTDIkDYnIRRKQ5I+2LnjdQO2rdpXnATRbiOpFY=,21,,,9.0,2016-02-27
6288444,UPJ3yJkjlBCktw6wHVlei1DzlZ++WZjqE9+FVxhpeA0=,5,24.0,female,9.0,2006-04-14
6288494,eUE5rKn2TasQXy3lJw4WvJQ3q3BWXyCUaxqyXdnMsU0=,1,,,7.0,2011-11-14
6288542,jT6YzDyz/u6GYWbvXi2hqtHXl4LQlyUOeQZk8RQ22zw=,1,,,7.0,2011-12-10
6288547,LoY9Oyz0ALLxcERBV8y4F4FR7lfU2bOLDBQC5M2UIsI=,19,38.0,female,7.0,2011-12-13
6288661,art+u9wu6V6IX6fy9UtMalXXavCZQ+DCM+Klt/wN9Xo=,10,26.0,female,7.0,2011-09-06
6288667,6EzEm8Jk3q+IkuzIn2KPEHJpFsGysLMwKQ7mXnurOLc=,1,,,7.0,2011-09-07
6289823,g3PDu8WzN4LguwkGBSec+D8/3N6WB1gev+rrD0KP2/o=,13,33.0,female,7.0,2012-12-21
6290029,nQrqSSkaQOD9agcF2VCk+0xuSsAaveSTJbFiM121JtM=,5,24.0,female,3.0,2013-09-28
6290502,dNROOMkCWYZp0UKy3D/MJZuv1D48xV2jbRMdFIf8RHg=,1,,,7.0,2015-11-22
6290709,RTeTbWtwG6+x1V6N8NbvazucYVMbydyt7HlZfI22shs=,1,,,7.0,2015-11-28
6292619,WM9gKJmpdCpdwPDC69SbHcHZ4D3nCjlcCoe/YQI7XSs=,13,29.0,male,9.0,2007-07-26
6293058,Y5ThpnwFbc9YJuWacZ+eyLrnXGGTBiVm/yVM0VF6e7E=,1,,,7.0,2016-03-14
6293833,CvXiuFABfGzekd8ZJV92i+P0Du11IiQQRxxw+fKNyso=,8,,,9.0,2009-12-25
6293979,GEuxKWy5v+mwoQQdAXGqi9yZAESFJ7PZ+e7z35/lSuY=,13,27.0,male,9.0,2013-07-24
6293983,qGKf98shq+ennn6FJYWfzgc4AjpkHujC5ULW81KE5RQ=,1,,,7.0,2013-07-25
6294876,fCnL6UJLX+X0Pgwt1fQ0L5Uu2HK0CNSXn1KPE84EVUM=,1,,,7.0,2016-03-02
